FJ151394	FJ151394_USA_NY_1999-08-01_NY99
KX547215	KX547215_USA_NY_2006-08-22_WN02
GQ507481	GQ507481_USA_NE_2006-08-22_WN02
KX547270	KX547270_USA_NY_2006-08-23_WN02
KX547243	KX547243_USA_NY_2006-08-23_WN02
KX547327	KX547327_USA_NY_2006-08-24_WN02
KX547567	KX547567_USA_NY_2006-08-26_WN02
KX547607	KX547607_USA_NY_2006-08-28_WN02
KX547229	KX547229_USA_NY_2006-08-29_WN02
GQ507470	GQ507470_USA_TX_2006-08-30_SW03
W283	W283_USA_CA_2006-08-30_SW03
KX547400	KX547400_USA_NY_2006-08-30_WN02
KX547472	KX547472_USA_NY_2006-08-31_WN02
KX547433	KX547433_USA_NY_2006-08-31_WN02
KX547349	KX547349_USA_NY_2006-08-31_WN02
HM488155	HM488155_USA_CT_2006-08-31_WN02
GQ507482	GQ507482_USA_AZ_2006-09-03_SW03
HM756649	HM756649_USA_CT_2006-09-05_WN02
KJ501416	KJ501416_USA_NC_2006-09-07_SW03
KX547180	KX547180_USA_NY_2006-09-07_WN02
KJ501524	KJ501524_USA_NC_2006-09-07_WN02
KX547224	KX547224_USA_NY_2006-09-08_WN02
KX547164	KX547164_USA_NY_2006-09-08_WN02
KX547211	KX547211_USA_NY_2006-09-11_SW03
KX547502	KX547502_USA_NY_2006-09-13_WN02
HM488156	HM488156_USA_CT_2006-09-13_WN02
W123	W123_USA_CA_2006-09-13_WN02
W797	W797_USA_CA_2006-09-13_WN02
W798	W798_USA_CA_2006-09-14_WN02
KX547553	KX547553_USA_NY_2006-09-16_WN02
HM488157	HM488157_USA_CT_2006-09-18_WN02
KX547546	KX547546_USA_NY_2006-09-19_SW03
KR348992	KR348992_USA_CA_2006-09-22_SW03
HM488160	HM488160_USA_CT_2006-09-25_WN02
KX547209	KX547209_USA_NY_2006-10-22_SW03
KJ501126	KJ501126_USA_CA_2007-01-01_SW03
W017	W017_USA_CA_2007-03-19_WN02
W018	W018_USA_CA_2007-03-19_WN02
KR348955	KR348955_USA_CA_2007-05-12_SW03
W384	W384_USA_CA_2007-06-05_SW03
W385	W385_USA_CA_2007-06-06_SW03
W284	W284_USA_CA_2007-06-07_SW03
W386	W386_USA_CA_2007-06-08_SW03
W285	W285_USA_CA_2007-06-13_SW03
W286	W286_USA_CA_2007-06-14_SW03
W387	W387_USA_CA_2007-06-15_SW03
W287	W287_USA_CA_2007-06-20_SW03
W288	W288_USA_CA_2007-06-22_SW03
W388	W388_USA_CA_2007-06-22_SW03
GQ507471	GQ507471_USA_TX_2007-06-23_SW03
W125	W125_USA_CA_2007-06-24_WN02
W126	W126_USA_CA_2007-06-24_WN02
W289	W289_USA_CA_2007-06-25_SW03
W290	W290_USA_CA_2007-06-25_SW03
W291	W291_USA_CA_2007-06-29_SW03
W292	W292_USA_CA_2007-06-29_SW03
KX547208	KX547208_USA_NY_2007-07-02_WN02
W293	W293_USA_CA_2007-07-05_SW03
W649	W649_USA_CA_2007-07-06_WN02
W294	W294_USA_CA_2007-07-09_SW03
W295	W295_USA_CA_2007-07-09_SW03
W296	W296_USA_CA_2007-07-09_SW03
W802	W802_USA_CA_2007-07-09_WN02
KJ501108	KJ501108_USA_CA_2007-07-10_SW03
KX547424	KX547424_USA_NY_2007-07-10_WN02
W297	W297_USA_CA_2007-07-12_SW03
W298	W298_USA_CA_2007-07-13_SW03
W650	W650_USA_CA_2007-07-13_WN02
KX547233	KX547233_USA_NY_2007-07-19_WN02
W181	W181_USA_CA_2007-07-20_SW03
W182	W182_USA_CA_2007-07-20_SW03
W807	W807_USA_CA_2007-07-24_WN02
W808	W808_USA_CA_2007-07-24_WN02
W809	W809_USA_CA_2007-07-24_WN02
W806	W806_USA_CA_2007-07-24_WN02
KX547496	KX547496_USA_NY_2007-07-25_WN02
KX547226	KX547226_USA_NY_2007-07-25_WN02
KR349025	KR349025_USA_CA_2007-07-25_WN02
KR349017	KR349017_USA_CA_2007-07-25_WN02
KR349018	KR349018_USA_CA_2007-07-26_WN02
KJ501518	KJ501518_USA_MT_2007-07-27_SW03
KJ501386	KJ501386_USA_MT_2007-07-27_WN02
W651	W651_USA_CA_2007-07-28_WN02
W653	W653_USA_CA_2007-07-31_WN02
W652	W652_USA_CA_2007-07-31_WN02
MH170242	MH170242_USA_CO_2007-08-01_NY99
JF415919	JF415919_USA_TX_2007-08-01_SW03
JF415917	JF415917_USA_TX_2007-08-01_SW03
HM488201	HM488201_USA_NY_2007-08-01_SW03
JF920740	JF920740_USA_CT_2007-08-01_SW03
JF920742	JF920742_USA_CT_2007-08-01_SW03
JF957168	JF957168_USA_ID_2007-08-01_SW03
JF957170	JF957170_USA_CO_2007-08-01_SW03
JF957171	JF957171_USA_ID_2007-08-01_SW03
JF957172	JF957172_USA_ID_2007-08-01_SW03
MH170230	MH170230_USA_CO_2007-08-01_SW03
MH170241	MH170241_USA_CO_2007-08-01_SW03
MH170244	MH170244_USA_CO_2007-08-01_SW03
MH170251	MH170251_USA_CO_2007-08-01_SW03
MH170272	MH170272_USA_GA_2007-08-01_SW03
KX547326	KX547326_USA_NY_2007-08-01_WN02
JF415920	JF415920_USA_TX_2007-08-01_WN02
JF415918	JF415918_USA_TX_2007-08-01_WN02
W654	W654_USA_CA_2007-08-01_WN02
HM488199	HM488199_USA_NY_2007-08-01_WN02
HM488200	HM488200_USA_NY_2007-08-01_WN02
HM488202	HM488202_USA_NY_2007-08-01_WN02
HM488254	HM488254_USA_IL_2007-08-01_WN02
HM756678	HM756678_USA_NY_2007-08-01_WN02
HQ671730	HQ671730_USA_NY_2007-08-01_WN02
JF488097	JF488097_USA_NY_2007-08-01_WN02
JF730042	JF730042_USA_NY_2007-08-01_WN02
JF920738	JF920738_USA_CT_2007-08-01_WN02
JF920739	JF920739_USA_CT_2007-08-01_WN02
JF920741	JF920741_USA_CT_2007-08-01_WN02
JF920743	JF920743_USA_CT_2007-08-01_WN02
JF920744	JF920744_USA_CT_2007-08-01_WN02
JF920745	JF920745_USA_CT_2007-08-01_WN02
JF920746	JF920746_USA_CT_2007-08-01_WN02
JF957169	JF957169_USA_CO_2007-08-01_WN02
MH166891	MH166891_USA_VA_2007-08-01_WN02
MH166894	MH166894_USA_VA_2007-08-01_WN02
MH170252	MH170252_USA_CO_2007-08-01_WN02
MH170258	MH170258_USA_GA_2007-08-01_WN02
MH170266	MH170266_USA_GA_2007-08-01_WN02
MH170268	MH170268_USA_GA_2007-08-01_WN02
GQ507483	GQ507483_USA_CA_2007-08-02_WN02
W389	W389_USA_CA_2007-08-03_SW03
W390	W390_USA_CA_2007-08-03_SW03
KJ501424	KJ501424_USA_SD_2007-08-03_SW03
KJ501425	KJ501425_USA_SD_2007-08-03_WN02
KX547297	KX547297_USA_NY_2007-08-06_WN02
KX547357	KX547357_USA_NY_2007-08-07_WN02
KX547231	KX547231_USA_NY_2007-08-07_WN02
KX547447	KX547447_USA_NY_2007-08-08_WN02
KX547426	KX547426_USA_NY_2007-08-08_WN02
KX547392	KX547392_USA_NY_2007-08-08_WN02
KX547470	KX547470_USA_NY_2007-08-09_WN02
W655	W655_USA_CA_2007-08-09_WN02
KX547290	KX547290_USA_NY_2007-08-13_SW03
JX015516	JX015516_USA_TX_2007-08-14_SW03
KR348986	KR348986_USA_CA_2007-08-14_SW03
KR348985	KR348985_USA_CA_2007-08-14_SW03
KX547452	KX547452_USA_NY_2007-08-14_WN02
W393	W393_USA_CA_2007-08-15_SW03
W394	W394_USA_CA_2007-08-15_SW03
W395	W395_USA_CA_2007-08-15_SW03
W396	W396_USA_CA_2007-08-15_SW03
GQ507484	GQ507484_USA_CA_2007-08-16_SW03
W397	W397_USA_CA_2007-08-17_SW03
KX547539	KX547539_USA_NY_2007-08-22_SW03
KX547516	KX547516_USA_NY_2007-08-22_WN02
HM488161	HM488161_USA_CT_2007-08-22_WN02
KX547500	KX547500_USA_NY_2007-08-23_SW03
KX547595	KX547595_USA_NY_2007-08-23_WN02
KX547419	KX547419_USA_NY_2007-08-23_WN02
KX547589	KX547589_USA_NY_2007-08-24_WN02
KX547528	KX547528_USA_NY_2007-08-24_WN02
KX547382	KX547382_USA_NY_2007-08-24_WN02
KX547329	KX547329_USA_NY_2007-08-24_WN02
HM488163	HM488163_USA_CT_2007-08-29_WN02
KJ145832	KJ145832_USA_NM_2007-08-30_SW03
KX547219	KX547219_USA_NY_2007-08-30_WN02
HM488165	HM488165_USA_CT_2007-08-30_WN02
HM488164	HM488164_USA_CT_2007-08-30_WN02
KX547491	KX547491_USA_NY_2007-09-04_WN02
HM488162	HM488162_USA_CT_2007-09-04_WN02
KX547543	KX547543_USA_NY_2007-09-05_SW03
KX547535	KX547535_USA_NY_2007-09-06_SW03
KX547399	KX547399_USA_NY_2007-09-06_WN02
KX547339	KX547339_USA_NY_2007-09-11_WN02
KR348990	KR348990_USA_CA_2007-09-13_SW03
KX547510	KX547510_USA_NY_2007-09-14_SW03
KR348991	KR348991_USA_CA_2007-09-14_SW03
KJ501168	KJ501168_USA_CA_2007-09-14_SW03
KR348947	KR348947_USA_CA_2007-09-18_SW03
KR348934	KR348934_USA_CA_2007-09-18_SW03
KR348932	KR348932_USA_CA_2007-09-18_SW03
KJ501112	KJ501112_USA_CA_2007-09-18_SW03
KJ501114	KJ501114_USA_CA_2007-09-18_SW03
KX547195	KX547195_USA_NY_2007-09-19_WN02
KX547616	KX547616_USA_NY_2007-09-20_WN02
KX547371	KX547371_USA_NY_2007-09-20_WN02
KX547257	KX547257_USA_NY_2007-09-24_WN02
KR349013	KR349013_USA_CA_2007-09-25_WN02
KX547545	KX547545_USA_NY_2007-09-28_WN02
W001	W001_USA_CA_2007-10-02_WN02
W002	W002_USA_CA_2007-10-02_WN02
W019	W019_USA_CA_2007-10-02_WN02
W020	W020_USA_CA_2007-10-02_WN02
KR348928	KR348928_USA_CA_2007-10-07_SW03
KR348952	KR348952_USA_CA_2007-10-18_WN02
KJ501132	KJ501132_USA_CA_2007-10-18_WN02
W021	W021_USA_CA_2007-10-25_WN02
KR348989	KR348989_USA_CA_2007-11-09_SW03
KJ501258	KJ501258_USA_SD_2007-12-14_SW03
KJ501127	KJ501127_USA_CA_2008-01-01_SW03
KJ501259	KJ501259_USA_SD_2008-01-03_SW03
W022	W022_USA_CA_2008-02-06_WN02
W502	W502_USA_CA_2008-02-06_WN02
KR348933	KR348933_USA_CA_2008-03-09_SW03
KJ501253	KJ501253_USA_ND_2008-04-25_SW03
W026	W026_USA_CA_2008-05-14_WN02
W027	W027_USA_CA_2008-05-14_WN02
KR348950	KR348950_USA_CA_2008-05-22_WN02
W505	W505_USA_CA_2008-05-22_WN02
KJ501130	KJ501130_USA_CA_2008-05-22_WN02
W506	W506_USA_CA_2008-06-02_WN02
W028	W028_USA_CA_2008-06-11_WN02
W029	W029_USA_CA_2008-06-11_WN02
KJ501106	KJ501106_USA_CA_2008-06-12_SW03
W811	W811_USA_CA_2008-06-17_WN02
W507	W507_USA_CA_2008-06-18_WN02
W508	W508_USA_CA_2008-06-18_WN02
W509	W509_USA_CA_2008-06-18_WN02
W030	W030_USA_CA_2008-06-25_WN02
W032	W032_USA_CA_2008-06-25_WN02
KR348978	KR348978_USA_CA_2008-06-27_SW03
W299	W299_USA_CA_2008-06-27_WN02
KR348998	KR348998_USA_CA_2008-06-27_WN02
W812	W812_USA_CA_2008-07-06_WN02
KX547186	KX547186_USA_NY_2008-07-08_WN02
W814	W814_USA_CA_2008-07-08_WN02
KJ501109	KJ501109_USA_CA_2008-07-10_SW03
KX547175	KX547175_USA_NY_2008-07-10_WN02
KX547183	KX547183_USA_NY_2008-07-22_WN02
KR348970	KR348970_USA_CA_2008-07-22_WN02
KR348968	KR348968_USA_CA_2008-07-22_WN02
KJ501147	KJ501147_USA_CA_2008-07-22_WN02
KR348946	KR348946_USA_CA_2008-07-24_SW03
W657	W657_USA_CA_2008-07-24_WN02
W658	W658_USA_CA_2008-07-25_WN02
KR349000	KR349000_USA_CA_2008-07-25_WN02
W510	W510_USA_CA_2008-07-28_WN02
KX547453	KX547453_USA_NY_2008-07-29_WN02
KJ501440	KJ501440_USA_SD_2008-07-30_WN02
KJ501260	KJ501260_USA_SD_2008-07-30_WN02
KX547365	KX547365_USA_NY_2008-07-30_WN02
JF415921	JF415921_USA_TX_2008-08-01_SW03
HM488239	HM488239_USA_NY_2008-08-01_SW03
JF920748	JF920748_USA_CT_2008-08-01_SW03
JF920751	JF920751_USA_CT_2008-08-01_SW03
JF920755	JF920755_USA_CT_2008-08-01_SW03
JF920756	JF920756_USA_CT_2008-08-01_SW03
JF957173	JF957173_USA_AZ_2008-08-01_SW03
JF957174	JF957174_USA_NV_2008-08-01_SW03
JN183886	JN183886_USA_NY_2008-08-01_SW03
KX547606	KX547606_USA_NY_2008-08-01_WN02
HM488203	HM488203_USA_NY_2008-08-01_WN02
HM488204	HM488204_USA_NY_2008-08-01_WN02
HM488205	HM488205_USA_NY_2008-08-01_WN02
HM488206	HM488206_USA_NY_2008-08-01_WN02
HM488207	HM488207_USA_NY_2008-08-01_WN02
HM488237	HM488237_USA_NY_2008-08-01_WN02
HM488238	HM488238_USA_NY_2008-08-01_WN02
HM488240	HM488240_USA_NY_2008-08-01_WN02
HM488241	HM488241_USA_NY_2008-08-01_WN02
HM488242	HM488242_USA_NY_2008-08-01_WN02
HM488243	HM488243_USA_NY_2008-08-01_WN02
HM488244	HM488244_USA_NY_2008-08-01_WN02
HM488245	HM488245_USA_NY_2008-08-01_WN02
HM756660	HM756660_USA_NY_2008-08-01_WN02
HQ671721	HQ671721_USA_NY_2008-08-01_WN02
JF920747	JF920747_USA_CT_2008-08-01_WN02
JF920749	JF920749_USA_CT_2008-08-01_WN02
JF920750	JF920750_USA_CT_2008-08-01_WN02
JF920752	JF920752_USA_CT_2008-08-01_WN02
JF920753	JF920753_USA_CT_2008-08-01_WN02
JF920754	JF920754_USA_CT_2008-08-01_WN02
JF920757	JF920757_USA_CT_2008-08-01_WN02
JF972636	JF972636_USA_CT_2008-08-01_WN02
JN183885	JN183885_USA_NY_2008-08-01_WN02
MH166892	MH166892_USA_VA_2008-08-01_WN02
MH166898	MH166898_USA_VA_2008-08-01_WN02
MH166918	MH166918_USA_VA_2008-08-01_WN02
MH166921	MH166921_USA_VA_2008-08-01_WN02
MH170240	MH170240_USA_CO_2008-08-01_WN02
MH170245	MH170245_USA_CO_2008-08-01_WN02
MH170247	MH170247_USA_CO_2008-08-01_WN02
MH170250	MH170250_USA_CO_2008-08-01_WN02
MH170253	MH170253_USA_CO_2008-08-01_WN02
MH170255	MH170255_USA_CO_2008-08-01_WN02
MH170261	MH170261_USA_GA_2008-08-01_WN02
MH170267	MH170267_USA_GA_2008-08-01_WN02
MH170271	MH170271_USA_GA_2008-08-01_WN02
KX547335	KX547335_USA_NY_2008-08-05_WN02
W511	W511_USA_CA_2008-08-06_WN02
KX547476	KX547476_USA_NY_2008-08-07_WN02
KX547191	KX547191_USA_NY_2008-08-07_WN02
W034	W034_USA_CA_2008-08-07_WN02
KJ501237	KJ501237_USA_MN_2008-08-08_WN02
KJ501238	KJ501238_USA_MN_2008-08-11_WN02
W127	W127_USA_CA_2008-08-11_WN02
W512	W512_USA_CA_2008-08-11_WN02
W659	W659_USA_CA_2008-08-12_SW03
W128	W128_USA_CA_2008-08-12_WN02
KJ501411	KJ501411_USA_NE_2008-08-12_WN02
KJ501412	KJ501412_USA_NE_2008-08-12_WN02
KX547580	KX547580_USA_NY_2008-08-13_WN02
W660	W660_USA_CA_2008-08-13_WN02
KX547352	KX547352_USA_NY_2008-08-14_SW03
KX547309	KX547309_USA_NY_2008-08-14_WN02
KJ501239	KJ501239_USA_MN_2008-08-15_WN02
KX547284	KX547284_USA_NY_2008-08-15_WN02
KX547404	KX547404_USA_NY_2008-08-18_WN02
KR348916	KR348916_USA_CA_2008-08-18_WN02
W003	W003_USA_CA_2008-08-18_WN02
W130	W130_USA_CA_2008-08-18_WN02
KJ501206	KJ501206_USA_CA_2008-08-18_WN02
KR348917	KR348917_USA_CA_2008-08-18_WN02
KX547440	KX547440_USA_NY_2008-08-19_WN02
W661	W661_USA_CA_2008-08-19_WN02
KJ501254	KJ501254_USA_ND_2008-08-21_WN02
W131	W131_USA_CA_2008-08-21_WN02
W132	W132_USA_CA_2008-08-25_SW03
W513	W513_USA_CA_2008-08-25_WN02
JX015517	JX015517_USA_TX_2008-08-26_SW03
KR349014	KR349014_USA_CA_2008-08-26_SW03
KJ501255	KJ501255_USA_ND_2008-08-27_WN02
KX547187	KX547187_USA_NY_2008-08-28_SW03
W816	W816_USA_CA_2008-09-02_SW03
KJ501113	KJ501113_USA_CA_2008-09-03_SW03
KX547240	KX547240_USA_NY_2008-09-03_WN02
KX547558	KX547558_USA_NY_2008-09-04_WN02
W514	W514_USA_CA_2008-09-04_WN02
KX547436	KX547436_USA_NY_2008-09-08_WN02
JX015518	JX015518_Mexico_Chihuahua_2008-09-09_SW03
W183	W183_USA_CA_2008-09-09_SW03
HM488168	HM488168_USA_CT_2008-09-10_WN02
HM488167	HM488167_USA_CT_2008-09-10_WN02
HM488166	HM488166_USA_CT_2008-09-10_WN02
W515	W515_USA_CA_2008-09-10_WN02
W516	W516_USA_CA_2008-09-12_WN02
W031	W031_USA_CA_2008-09-15_WN02
W040	W040_USA_CA_2008-09-15_WN02
KX547401	KX547401_USA_NY_2008-09-16_WN02
HM488170	HM488170_USA_CT_2008-09-16_WN02
HM488169	HM488169_USA_CT_2008-09-16_WN02
W035	W035_USA_CA_2008-09-18_WN02
W036	W036_USA_CA_2008-09-18_WN02
W037	W037_USA_CA_2008-09-18_WN02
W041	W041_USA_CA_2008-09-18_WN02
KX547504	KX547504_USA_NY_2008-09-19_WN02
W518	W518_USA_CA_2008-09-23_WN02
W303	W303_USA_CA_2008-09-24_WN02
W519	W519_USA_CA_2008-09-24_WN02
W520	W520_USA_CA_2008-09-24_WN02
KR348953	KR348953_USA_CA_2008-09-25_WN02
W521	W521_USA_CA_2008-09-25_WN02
KJ501116	KJ501116_USA_CA_2008-09-25_WN02
KJ501133	KJ501133_USA_CA_2008-09-25_WN02
KR348936	KR348936_USA_CA_2008-09-25_WN02
MF004388	MF004388_USA_WI_2008-09-29_WN02
KJ501441	KJ501441_USA_SD_2008-10-01_WN02
KJ501240	KJ501240_USA_MN_2008-10-02_WN02
KR348929	KR348929_USA_CA_2008-10-07_SW03
KR348987	KR348987_USA_CA_2008-10-09_SW03
W523	W523_USA_CA_2008-11-05_WN02
W524	W524_USA_CA_2008-11-10_WN02
W525	W525_USA_CA_2008-11-17_WN02
W038	W038_USA_CA_2008-12-01_WN02
W044	W044_USA_CA_2008-12-01_WN02
W526	W526_USA_CA_2008-12-01_WN02
KJ501418	KJ501418_USA_NC_2008-12-04_SW03
KR348926	KR348926_USA_CA_2008-12-06_SW03
W011	W011_USA_CA_2008-12-08_WN02
W039	W039_USA_CA_2008-12-08_WN02
W043	W043_USA_CA_2008-12-08_WN02
W527	W527_USA_CA_2008-12-08_WN02
W528	W528_USA_CA_2008-12-08_WN02
KR348988	KR348988_USA_CA_2008-12-09_SW03
W048	W048_USA_CA_2008-12-22_WN02
W529	W529_USA_CA_2008-12-22_WN02
KR348931	KR348931_USA_CA_2009-01-09_SW03
KR348930	KR348930_USA_CA_2009-01-09_SW03
W530	W530_USA_CA_2009-01-16_WN02
W042	W042_USA_CA_2009-01-20_WN02
W531	W531_USA_CA_2009-01-26_WN02
KR348921	KR348921_USA_CA_2009-03-08_SW03
KR348920	KR348920_USA_CA_2009-03-08_WN02
W045	W045_USA_CA_2009-03-23_WN02
W004	W004_USA_CA_2009-05-13_WN02
W047	W047_USA_CA_2009-05-21_WN02
W305	W305_USA_CA_2009-06-08_SW03
W304	W304_USA_CA_2009-06-14_SW03
W307	W307_USA_CA_2009-06-15_SW03
W306	W306_USA_CA_2009-06-16_SW03
W398	W398_USA_CA_2009-06-17_SW03
W399	W399_USA_CA_2009-06-17_SW03
W133	W133_USA_CA_2009-06-18_SW03
W049	W049_USA_CA_2009-06-18_WN02
W533	W533_USA_CA_2009-06-18_WN02
W134	W134_USA_CA_2009-06-23_SW03
W534	W534_USA_CA_2009-06-23_WN02
W308	W308_USA_CA_2009-06-24_SW03
W400	W400_USA_CA_2009-06-30_SW03
W401	W401_USA_CA_2009-07-01_SW03
W309	W309_USA_CA_2009-07-07_SW03
W663	W663_USA_CA_2009-07-09_SW03
W310	W310_USA_CA_2009-07-13_SW03
W402	W402_USA_CA_2009-07-14_SW03
W403	W403_USA_CA_2009-07-14_SW03
W404	W404_USA_CA_2009-07-15_SW03
W405	W405_USA_CA_2009-07-15_WN02
W406	W406_USA_CA_2009-07-22_SW03
W186	W186_USA_CA_2009-07-28_SW03
W407	W407_USA_CA_2009-07-28_SW03
JX015519	JX015519_USA_TX_2009-07-28_WN02
W185	W185_USA_CA_2009-07-28_WN02
KR348919	KR348919_USA_CA_2009-07-29_SW03
W408	W408_USA_CA_2009-07-29_SW03
KJ501099	KJ501099_USA_CA_2009-07-29_SW03
W817	W817_USA_CA_2009-07-29_WN02
W409	W409_USA_CA_2009-07-30_SW03
JF957175	JF957175_USA_NV_2009-08-01_SW03
JF957176	JF957176_USA_AZ_2009-08-01_SW03
JF957177	JF957177_USA_NV_2009-08-01_SW03
JF957178	JF957178_USA_NV_2009-08-01_SW03
JF415928	JF415928_USA_TX_2009-08-01_WN02
JF415927	JF415927_USA_TX_2009-08-01_WN02
JF415926	JF415926_USA_TX_2009-08-01_WN02
JF415925	JF415925_USA_TX_2009-08-01_WN02
JF415924	JF415924_USA_TX_2009-08-01_WN02
JF415923	JF415923_USA_TX_2009-08-01_WN02
JF415922	JF415922_USA_TX_2009-08-01_WN02
JF488095	JF488095_USA_NY_2009-08-01_WN02
JF488096	JF488096_USA_NY_2009-08-01_WN02
JF920758	JF920758_USA_CT_2009-08-01_WN02
JF920759	JF920759_USA_CT_2009-08-01_WN02
JF920760	JF920760_USA_CT_2009-08-01_WN02
JF957179	JF957179_USA_LA_2009-08-01_WN02
JF957180	JF957180_USA_NV_2009-08-01_WN02
JF957181	JF957181_USA_SD_2009-08-01_WN02
JF957182	JF957182_USA_TX_2009-08-01_WN02
JF957183	JF957183_USA_TX_2009-08-01_WN02
JF957184	JF957184_USA_CO_2009-08-01_WN02
MH166885	MH166885_USA_VA_2009-08-01_WN02
MH166896	MH166896_USA_VA_2009-08-01_WN02
MH166909	MH166909_USA_VA_2009-08-01_WN02
MH166914	MH166914_USA_VA_2009-08-01_WN02
MH166920	MH166920_USA_VA_2009-08-01_WN02
MH170259	MH170259_USA_GA_2009-08-01_WN02
MH170260	MH170260_USA_GA_2009-08-01_WN02
MH170262	MH170262_USA_GA_2009-08-01_WN02
KJ501101	KJ501101_USA_CA_2009-08-03_SW03
KJ501100	KJ501100_USA_CA_2009-08-03_WN02
KX547522	KX547522_USA_NY_2009-08-10_WN02
JX015520	JX015520_Mexico_Chihuahua_2009-08-11_SW03
KX547372	KX547372_USA_NY_2009-08-13_WN02
W665	W665_USA_CA_2009-08-13_WN02
KX547348	KX547348_USA_NY_2009-08-14_WN02
KX547300	KX547300_USA_NY_2009-08-17_WN02
KR348922	KR348922_USA_CA_2009-08-18_SW03
W666	W666_USA_CA_2009-08-18_SW03
KJ501102	KJ501102_USA_CA_2009-08-18_SW03
KX547430	KX547430_USA_NY_2009-08-18_WN02
W667	W667_USA_CA_2009-08-20_SW03
W668	W668_USA_CA_2009-08-20_WN02
W819	W819_USA_CA_2009-08-20_WN02
KJ501241	KJ501241_USA_MN_2009-08-21_WN02
KJ501250	KJ501250_USA_MT_2009-08-24_SW03
KX547608	KX547608_USA_NY_2009-08-25_SW03
KR349019	KR349019_USA_CA_2009-08-25_SW03
KX547463	KX547463_USA_NY_2009-08-25_WN02
KX547544	KX547544_USA_NY_2009-08-26_SW03
KJ501256	KJ501256_USA_ND_2009-08-27_SW03
KX547611	KX547611_USA_NY_2009-08-27_WN02
KX547407	KX547407_USA_NY_2009-08-27_WN02
KX547368	KX547368_USA_NY_2009-08-28_SW03
KX547541	KX547541_USA_NY_2009-08-28_WN02
KX547518	KX547518_USA_NY_2009-08-31_WN02
KX547265	KX547265_USA_NY_2009-08-31_WN02
KJ501110	KJ501110_USA_CA_2009-09-01_SW03
KJ501111	KJ501111_USA_CA_2009-09-01_SW03
KX547561	KX547561_USA_NY_2009-09-01_WN02
JX015521	JX015521_USA_TX_2009-09-01_WN02
KX547585	KX547585_USA_NY_2009-09-02_SW03
KX547172	KX547172_USA_NY_2009-09-02_SW03
KX547515	KX547515_USA_NY_2009-09-02_WN02
KX547306	KX547306_USA_NY_2009-09-02_WN02
KX547598	KX547598_USA_NY_2009-09-03_WN02
W410	W410_USA_CA_2009-09-04_SW03
W411	W411_USA_CA_2009-09-04_SW03
W820	W820_USA_CA_2009-09-04_SW03
KX547517	KX547517_USA_NY_2009-09-04_WN02
W135	W135_USA_CA_2009-09-04_WN02
KX547319	KX547319_USA_NY_2009-09-07_WN02
W535	W535_USA_CA_2009-09-08_WN02
W669	W669_USA_CA_2009-09-09_SW03
KX547498	KX547498_USA_NY_2009-09-09_WN02
KX547425	KX547425_USA_NY_2009-09-09_WN02
KX547214	KX547214_USA_NY_2009-09-10_WN02
KJ501251	KJ501251_USA_MT_2009-09-11_WN02
KX547434	KX547434_USA_NY_2009-09-11_WN02
KJ501236	KJ501236_USA_CA_2009-09-14_SW03
W050	W050_USA_CA_2009-09-15_WN02
KX547464	KX547464_USA_NY_2009-09-16_SW03
KX547292	KX547292_USA_NY_2009-09-16_WN02
KX547557	KX547557_USA_NY_2009-09-22_WN02
KX547406	KX547406_USA_NY_2009-09-25_WN02
W522	W522_USA_CA_2009-09-26_WN02
W821	W821_USA_CA_2009-09-27_SW03
KX547373	KX547373_USA_NY_2009-09-30_WN02
W051	W051_USA_CA_2009-09-30_WN02
W536	W536_USA_CA_2009-09-30_WN02
W822	W822_USA_CA_2009-10-02_WN02
W823	W823_USA_CA_2009-10-02_WN02
W537	W537_USA_CA_2009-10-22_WN02
KJ501500	KJ501500_USA_MD_2009-12-22_WN02
KJ501438	KJ501438_USA_AZ_2010-05-18_WN02
KJ501442	KJ501442_USA_AZ_2010-05-19_WN02
KJ501117	KJ501117_USA_CA_2010-06-08_SW03
KJ501120	KJ501120_USA_CA_2010-06-08_SW03
W412	W412_USA_CA_2010-06-15_SW03
W413	W413_USA_CA_2010-06-25_SW03
W414	W414_USA_CA_2010-06-29_SW03
W415	W415_USA_CA_2010-07-01_SW03
W416	W416_USA_CA_2010-07-01_SW03
KX547582	KX547582_USA_NY_2010-07-02_WN02
W727	W727_USA_CA_2010-07-02_WN02
W312	W312_USA_CA_2010-07-06_SW03
KX547572	KX547572_USA_NY_2010-07-06_WN02
W417	W417_USA_CA_2010-07-08_SW03
W418	W418_USA_CA_2010-07-08_SW03
KX547279	KX547279_USA_NY_2010-07-08_WN02
W419	W419_USA_CA_2010-07-09_SW03
W420	W420_USA_CA_2010-07-09_SW03
W670	W670_USA_CA_2010-07-09_WN02
W728	W728_USA_CA_2010-07-09_WN02
W313	W313_USA_CA_2010-07-12_SW03
W671	W671_USA_CA_2010-07-13_WN02
W314	W314_USA_CA_2010-07-19_SW03
W672	W672_USA_CA_2010-07-20_WN02
W136	W136_USA_CA_2010-07-21_WN02
W315	W315_USA_CA_2010-07-22_WN02
W316	W316_USA_CA_2010-07-22_WN02
KJ501262	KJ501262_USA_WA_2010-07-22_WN02
W317	W317_USA_CA_2010-07-23_SW03
W673	W673_USA_CA_2010-07-24_WN02
W318	W318_USA_CA_2010-07-26_SW03
W319	W319_USA_CA_2010-07-26_WN02
